,sim_dom1,sim_dom2
867,cobW,AAA_23
868,cobW,AAA_21
869,cobW,AAA_25
870,cobW,Kinesin
871,cobW,Microtub_bd
872,cobW,AIG1
873,cobW,TK
874,cobW,ArsA_ATPase
875,cobW,Adenylsucc_synt
876,cobW,6PF2K
877,cobW,SNF2_N
878,cobW,ResIII
879,cobW,ADK
880,cobW,Myosin_head
881,cobW,MutS_V
882,cobW,AAA_30
883,cobW,AAA_33
884,cobW,AAA
885,cobW,ParA
886,cobW,Helicase_C
887,cobW,ATP_bind_1
888,cobW,CTP_synth_N
889,cobW,GBP
890,cobW,SKI
891,cobW,PIF1
892,cobW,AAA_8
893,cobW,AAA_2
894,cobW,AAA_7
895,cobW,AAA_6
896,cobW,AAA_5
897,cobW,ABC_tran
898,cobW,Rad51
899,cobW,NB-ARC
900,cobW,Helicase_C_2
901,cobW,Dynamin_N
902,cobW,Arf
903,cobW,CLP1_P
904,cobW,MMR_HSR1
905,cobW,MCM
906,cobW,IPPT
907,cobW,UvrD_C_2
908,cobW,Roc
909,cobW,dNK
910,cobW,AAA_19
911,cobW,AAA_18
912,cobW,TIP49
913,cobW,AAA_12
914,cobW,AAA_11
915,cobW,APS_kinase
916,cobW,AAA_16
917,ParA,IIGP
918,ParA,ATP-synt_ab
919,ParA,DNA_pol3_delta2
920,ParA,Thymidylate_kin
921,ParA,Beta-Casp
922,ParA,SRP54
923,ParA,G-alpha
924,ParA,SRPRB
925,ParA,GTP_EFTU
926,ParA,Helicase_RecD
927,ParA,AAA_22
928,ParA,AAA_23
929,ParA,AAA_21
930,ParA,AAA_25
931,ParA,Kinesin
932,ParA,Microtub_bd
933,ParA,AIG1
934,ParA,TK
935,ParA,ArsA_ATPase
936,ParA,Adenylsucc_synt
937,ParA,6PF2K
938,ParA,SNF2_N
939,ParA,ResIII
940,ParA,ADK
941,ParA,Myosin_head
942,ParA,MutS_V
943,ParA,AAA_30
944,ParA,AAA_33
945,ParA,AAA
946,ParA,Helicase_C
947,ParA,ATP_bind_1
948,ParA,CTP_synth_N
949,ParA,GBP
950,ParA,SKI
951,ParA,PIF1
952,ParA,AAA_8
953,ParA,AAA_2
954,ParA,AAA_7
955,ParA,AAA_6
956,ParA,AAA_5
957,ParA,ABC_tran
958,ParA,Rad51
959,ParA,NB-ARC
960,ParA,Helicase_C_2
961,ParA,Dynamin_N
962,ParA,Arf
963,ParA,CLP1_P
964,ParA,MMR_HSR1
965,ParA,MCM
966,ParA,IPPT
967,ParA,UvrD_C_2
968,ParA,Roc
969,ParA,dNK
970,ParA,AAA_19
971,ParA,AAA_18
972,ParA,TIP49
973,ParA,AAA_12
974,ParA,AAA_11
975,ParA,APS_kinase
976,ParA,AAA_16
977,Helicase_C,IIGP
978,Helicase_C,ATP-synt_ab
979,Helicase_C,DNA_pol3_delta2
980,Helicase_C,Thymidylate_kin
981,Helicase_C,Beta-Casp
982,Helicase_C,SRP54
983,Helicase_C,Helicase_RecD
984,Helicase_C,AAA_22
985,Helicase_C,AAA_23
986,Helicase_C,AAA_21
987,Helicase_C,AAA_25
988,Helicase_C,AIG1
989,Helicase_C,TK
990,Helicase_C,ArsA_ATPase
991,Helicase_C,Adenylsucc_synt
992,Helicase_C,6PF2K
993,Helicase_C,AAA_30
994,Helicase_C,ATP_bind_1
995,Helicase_C,CTP_synth_N
996,Helicase_C,SKI
997,Helicase_C,PIF1
998,Helicase_C,AAA_2
999,Helicase_C,Rad51
1000,Helicase_C,NB-ARC
1001,Helicase_C,Helicase_C_2
1002,Helicase_C,CLP1_P
1003,Helicase_C,MCM
1004,Helicase_C,IPPT
1005,Helicase_C,UvrD_C_2
1006,Helicase_C,dNK
1007,Helicase_C,AAA_19
1008,Helicase_C,TIP49
1009,Helicase_C,APS_kinase
1010,Helicase_C,AAA_16
1011,ATP_bind_1,IIGP
1012,ATP_bind_1,ATP-synt_ab
1013,ATP_bind_1,DNA_pol3_delta2
1014,ATP_bind_1,Thymidylate_kin
1015,ATP_bind_1,Beta-Casp
1016,ATP_bind_1,SRP54
1017,ATP_bind_1,G-alpha
1018,ATP_bind_1,SRPRB
1019,ATP_bind_1,GTP_EFTU
1020,ATP_bind_1,Helicase_RecD
1021,ATP_bind_1,AAA_22
1022,ATP_bind_1,AAA_23
1023,ATP_bind_1,AAA_21
1024,ATP_bind_1,AAA_25
1025,ATP_bind_1,Kinesin
1026,ATP_bind_1,Microtub_bd
1027,ATP_bind_1,AIG1
1028,ATP_bind_1,TK
1029,ATP_bind_1,ArsA_ATPase
1030,ATP_bind_1,Adenylsucc_synt
1031,ATP_bind_1,6PF2K
1032,ATP_bind_1,SNF2_N
1033,ATP_bind_1,ResIII
1034,ATP_bind_1,ADK
1035,ATP_bind_1,Myosin_head
1036,ATP_bind_1,MutS_V
1037,ATP_bind_1,AAA_30
1038,ATP_bind_1,AAA_33
1039,ATP_bind_1,AAA
1040,ATP_bind_1,CTP_synth_N
1041,ATP_bind_1,GBP
1042,ATP_bind_1,SKI
1043,ATP_bind_1,PIF1
1044,ATP_bind_1,AAA_8
1045,ATP_bind_1,AAA_2
1046,ATP_bind_1,AAA_7
1047,ATP_bind_1,AAA_6
1048,ATP_bind_1,AAA_5
1049,ATP_bind_1,ABC_tran
1050,ATP_bind_1,Rad51
1051,ATP_bind_1,NB-ARC
1052,ATP_bind_1,Helicase_C_2
1053,ATP_bind_1,Dynamin_N
1054,ATP_bind_1,Arf
1055,ATP_bind_1,CLP1_P
1056,ATP_bind_1,MMR_HSR1
1057,ATP_bind_1,MCM
1058,ATP_bind_1,IPPT
1059,ATP_bind_1,UvrD_C_2
1060,ATP_bind_1,Roc
1061,ATP_bind_1,dNK
1062,ATP_bind_1,AAA_19
1063,ATP_bind_1,AAA_18
1064,ATP_bind_1,TIP49
1065,ATP_bind_1,AAA_12
1066,ATP_bind_1,AAA_11
1067,ATP_bind_1,APS_kinase
1068,ATP_bind_1,AAA_16
1069,GBP,IIGP
1070,GBP,ATP-synt_ab
1071,GBP,DNA_pol3_delta2
1072,GBP,Thymidylate_kin
1073,GBP,Beta-Casp
1074,GBP,SRP54
1075,GBP,Helicase_RecD
1076,GBP,AAA_22
1077,GBP,AAA_23
1078,GBP,AAA_21
1079,GBP,AAA_25
1080,GBP,AIG1
1081,GBP,TK
1082,GBP,ArsA_ATPase
1083,GBP,Adenylsucc_synt
1084,GBP,6PF2K
1085,GBP,AAA_30
1086,GBP,CTP_synth_N
1087,GBP,SKI
1088,GBP,PIF1
1089,GBP,AAA_2
1090,GBP,Rad51
1091,GBP,NB-ARC
1092,GBP,Helicase_C_2
1093,GBP,CLP1_P
1094,GBP,MCM
1095,GBP,IPPT
1096,GBP,UvrD_C_2
1097,GBP,dNK
1098,GBP,AAA_19
1099,GBP,TIP49
1100,GBP,APS_kinase
1101,GBP,AAA_16
1102,SKI,IIGP
1103,SKI,ATP-synt_ab
1104,SKI,DNA_pol3_delta2
1105,SKI,Thymidylate_kin
1106,SKI,Beta-Casp
1107,SKI,SRP54
1108,SKI,G-alpha
1109,SKI,SRPRB
1110,SKI,GTP_EFTU
1111,SKI,Helicase_RecD
1112,SKI,AAA_22
1113,SKI,AAA_23
1114,SKI,AAA_21
1115,SKI,AAA_25
1116,SKI,Kinesin
1117,SKI,Microtub_bd
1118,SKI,AIG1
1119,SKI,TK
1120,SKI,ArsA_ATPase
1121,SKI,Adenylsucc_synt
1122,SKI,6PF2K
1123,SKI,SNF2_N
1124,SKI,ResIII
1125,SKI,ADK
1126,SKI,Myosin_head
1127,SKI,MutS_V
1128,SKI,AAA_30
1129,SKI,AAA_33
1130,SKI,AAA
1131,SKI,CTP_synth_N
1132,SKI,PIF1
1133,SKI,AAA_8
1134,SKI,AAA_2
1135,SKI,AAA_7
1136,SKI,AAA_6
1137,SKI,AAA_5
1138,SKI,ABC_tran
1139,SKI,Rad51
1140,SKI,NB-ARC
1141,SKI,Helicase_C_2
1142,SKI,Dynamin_N
1143,SKI,Arf
1144,SKI,CLP1_P
1145,SKI,MMR_HSR1
1146,SKI,MCM
1147,SKI,IPPT
1148,SKI,UvrD_C_2
1149,SKI,Roc
1150,SKI,dNK
1151,SKI,AAA_19
1152,SKI,AAA_18
1153,SKI,TIP49
1154,SKI,AAA_12
1155,SKI,AAA_11
1156,SKI,APS_kinase
1157,SKI,AAA_16
1158,AAA_8,IIGP
1159,AAA_8,ATP-synt_ab
1160,AAA_8,DNA_pol3_delta2
1161,AAA_8,Thymidylate_kin
1162,AAA_8,Beta-Casp
1163,AAA_8,SRP54
1164,AAA_8,Helicase_RecD
1165,AAA_8,AAA_22
1166,AAA_8,AAA_23
1167,AAA_8,AAA_21
1168,AAA_8,AAA_25
1169,AAA_8,AIG1
1170,AAA_8,TK
1171,AAA_8,ArsA_ATPase
1172,AAA_8,Adenylsucc_synt
1173,AAA_8,6PF2K
1174,AAA_8,AAA_30
1175,AAA_8,CTP_synth_N
1176,AAA_8,PIF1
1177,AAA_8,AAA_2
1178,AAA_8,Rad51
1179,AAA_8,NB-ARC
1180,AAA_8,Helicase_C_2
1181,AAA_8,CLP1_P
1182,AAA_8,MCM
1183,AAA_8,IPPT
1184,AAA_8,UvrD_C_2
1185,AAA_8,dNK
1186,AAA_8,AAA_19
1187,AAA_8,TIP49
1188,AAA_8,APS_kinase
1189,AAA_8,AAA_16
1190,AAA_2,IIGP
1191,AAA_2,ATP-synt_ab
1192,AAA_2,DNA_pol3_delta2
1193,AAA_2,Thymidylate_kin
1194,AAA_2,Beta-Casp
1195,AAA_2,SRP54
1196,AAA_2,G-alpha
1197,AAA_2,SRPRB
1198,AAA_2,GTP_EFTU
1199,AAA_2,Helicase_RecD
1200,AAA_2,AAA_22
1201,AAA_2,AAA_23
1202,AAA_2,AAA_21
1203,AAA_2,AAA_25
1204,AAA_2,Kinesin
1205,AAA_2,Microtub_bd
1206,AAA_2,AIG1
1207,AAA_2,TK
1208,AAA_2,ArsA_ATPase
1209,AAA_2,Adenylsucc_synt
1210,AAA_2,6PF2K
1211,AAA_2,SNF2_N
1212,AAA_2,ResIII
1213,AAA_2,ADK
1214,AAA_2,Myosin_head
1215,AAA_2,MutS_V
1216,AAA_2,AAA_30
1217,AAA_2,AAA_33
1218,AAA_2,AAA
1219,AAA_2,CTP_synth_N
1220,AAA_2,PIF1
1221,AAA_2,AAA_7
1222,AAA_2,AAA_6
1223,AAA_2,AAA_5
1224,AAA_2,ABC_tran
1225,AAA_2,Rad51
1226,AAA_2,NB-ARC
1227,AAA_2,Helicase_C_2
1228,AAA_2,Dynamin_N
1229,AAA_2,Arf
1230,AAA_2,CLP1_P
1231,AAA_2,MMR_HSR1
1232,AAA_2,MCM
1233,AAA_2,IPPT
1234,AAA_2,UvrD_C_2
1235,AAA_2,Roc
1236,AAA_2,dNK
1237,AAA_2,AAA_19
1238,AAA_2,AAA_18
1239,AAA_2,TIP49
1240,AAA_2,AAA_12
1241,AAA_2,AAA_11
1242,AAA_2,APS_kinase
1243,AAA_2,AAA_16
1244,AAA_7,IIGP
1245,AAA_7,ATP-synt_ab
1246,AAA_7,DNA_pol3_delta2
1247,AAA_7,Thymidylate_kin
1248,AAA_7,Beta-Casp
1249,AAA_7,SRP54
1250,AAA_7,Helicase_RecD
1251,AAA_7,AAA_22
1252,AAA_7,AAA_23
1253,AAA_7,AAA_21
1254,AAA_7,AAA_25
1255,AAA_7,AIG1
1256,AAA_7,TK
1257,AAA_7,ArsA_ATPase
1258,AAA_7,Adenylsucc_synt
1259,AAA_7,6PF2K
1260,AAA_7,AAA_30
1261,AAA_7,CTP_synth_N
1262,AAA_7,PIF1
1263,AAA_7,Rad51
1264,AAA_7,NB-ARC
1265,AAA_7,Helicase_C_2
1266,AAA_7,CLP1_P
1267,AAA_7,MCM
1268,AAA_7,IPPT
1269,AAA_7,UvrD_C_2
1270,AAA_7,dNK
1271,AAA_7,AAA_19
1272,AAA_7,TIP49
1273,AAA_7,APS_kinase
1274,AAA_7,AAA_16
1275,AAA_6,IIGP
1276,AAA_6,ATP-synt_ab
1277,AAA_6,DNA_pol3_delta2
1278,AAA_6,Thymidylate_kin
1279,AAA_6,Beta-Casp
1280,AAA_6,SRP54
1281,AAA_6,Helicase_RecD
1282,AAA_6,AAA_22
1283,AAA_6,AAA_23
1284,AAA_6,AAA_21
1285,AAA_6,AAA_25
1286,AAA_6,AIG1
1287,AAA_6,TK
1288,AAA_6,ArsA_ATPase
1289,AAA_6,Adenylsucc_synt
1290,AAA_6,6PF2K
1291,AAA_6,AAA_30
1292,AAA_6,CTP_synth_N
1293,AAA_6,PIF1
1294,AAA_6,Rad51
1295,AAA_6,NB-ARC
1296,AAA_6,Helicase_C_2
1297,AAA_6,CLP1_P
1298,AAA_6,MCM
1299,AAA_6,IPPT
1300,AAA_6,UvrD_C_2
1301,AAA_6,dNK
1302,AAA_6,AAA_19
1303,AAA_6,TIP49
1304,AAA_6,APS_kinase
1305,AAA_6,AAA_16
1306,AAA_5,IIGP
1307,AAA_5,ATP-synt_ab
1308,AAA_5,DNA_pol3_delta2
1309,AAA_5,Thymidylate_kin
1310,AAA_5,Beta-Casp
1311,AAA_5,SRP54
1312,AAA_5,Helicase_RecD
1313,AAA_5,AAA_22
1314,AAA_5,AAA_23
1315,AAA_5,AAA_21
1316,AAA_5,AAA_25
1317,AAA_5,AIG1
1318,AAA_5,TK
1319,AAA_5,ArsA_ATPase
1320,AAA_5,Adenylsucc_synt
1321,AAA_5,6PF2K
1322,AAA_5,AAA_30
1323,AAA_5,CTP_synth_N
1324,AAA_5,PIF1
1325,AAA_5,Rad51
1326,AAA_5,NB-ARC
1327,AAA_5,Helicase_C_2
1328,AAA_5,CLP1_P
1329,AAA_5,MCM
1330,AAA_5,IPPT
1331,AAA_5,UvrD_C_2
1332,AAA_5,dNK
1333,AAA_5,AAA_19
1334,AAA_5,TIP49
1335,AAA_5,APS_kinase
1336,AAA_5,AAA_16
1337,NB-ARC,IIGP
1338,NB-ARC,ATP-synt_ab
1339,NB-ARC,DNA_pol3_delta2
1340,NB-ARC,Thymidylate_kin
1341,NB-ARC,Beta-Casp
1342,NB-ARC,SRP54
1343,NB-ARC,G-alpha
1344,NB-ARC,SRPRB
1345,NB-ARC,GTP_EFTU
1346,NB-ARC,Helicase_RecD
1347,NB-ARC,AAA_22
1348,NB-ARC,AAA_23
1349,NB-ARC,AAA_21
1350,NB-ARC,AAA_25
1351,NB-ARC,Kinesin
1352,NB-ARC,Microtub_bd
1353,NB-ARC,AIG1
1354,NB-ARC,TK
1355,NB-ARC,ArsA_ATPase
1356,NB-ARC,Adenylsucc_synt
1357,NB-ARC,6PF2K
1358,NB-ARC,SNF2_N
1359,NB-ARC,ResIII
1360,NB-ARC,ADK
1361,NB-ARC,Myosin_head
1362,NB-ARC,MutS_V
1363,NB-ARC,AAA_30
1364,NB-ARC,AAA_33
1365,NB-ARC,AAA
1366,NB-ARC,CTP_synth_N
1367,NB-ARC,PIF1
1368,NB-ARC,ABC_tran
1369,NB-ARC,Rad51
1370,NB-ARC,Helicase_C_2
1371,NB-ARC,Dynamin_N
1372,NB-ARC,Arf
1373,NB-ARC,CLP1_P
1374,NB-ARC,MMR_HSR1
1375,NB-ARC,MCM
1376,NB-ARC,IPPT
1377,NB-ARC,UvrD_C_2
1378,NB-ARC,Roc
1379,NB-ARC,dNK
1380,NB-ARC,AAA_19
1381,NB-ARC,AAA_18
1382,NB-ARC,TIP49
1383,NB-ARC,AAA_12
1384,NB-ARC,AAA_11
1385,NB-ARC,APS_kinase
1386,NB-ARC,AAA_16
1387,Helicase_C_2,IIGP
1388,Helicase_C_2,ATP-synt_ab
1389,Helicase_C_2,DNA_pol3_delta2
1390,Helicase_C_2,Thymidylate_kin
1391,Helicase_C_2,Beta-Casp
1392,Helicase_C_2,SRP54
1393,Helicase_C_2,G-alpha
1394,Helicase_C_2,SRPRB
1395,Helicase_C_2,GTP_EFTU
1396,Helicase_C_2,Helicase_RecD
1397,Helicase_C_2,AAA_22
1398,Helicase_C_2,AAA_23
1399,Helicase_C_2,AAA_21
1400,Helicase_C_2,AAA_25
1401,Helicase_C_2,Kinesin
1402,Helicase_C_2,Microtub_bd
1403,Helicase_C_2,AIG1
1404,Helicase_C_2,TK
1405,Helicase_C_2,ArsA_ATPase
1406,Helicase_C_2,Adenylsucc_synt
1407,Helicase_C_2,6PF2K
1408,Helicase_C_2,SNF2_N
1409,Helicase_C_2,ResIII
1410,Helicase_C_2,ADK
1411,Helicase_C_2,Myosin_head
1412,Helicase_C_2,MutS_V
1413,Helicase_C_2,AAA_30
1414,Helicase_C_2,AAA_33
1415,Helicase_C_2,AAA
1416,Helicase_C_2,CTP_synth_N
1417,Helicase_C_2,PIF1
1418,Helicase_C_2,ABC_tran
1419,Helicase_C_2,Rad51
1420,Helicase_C_2,Dynamin_N
1421,Helicase_C_2,Arf
1422,Helicase_C_2,CLP1_P
1423,Helicase_C_2,MMR_HSR1
1424,Helicase_C_2,MCM
1425,Helicase_C_2,IPPT
1426,Helicase_C_2,UvrD_C_2
1427,Helicase_C_2,Roc
1428,Helicase_C_2,dNK
1429,Helicase_C_2,AAA_19
1430,Helicase_C_2,AAA_18
1431,Helicase_C_2,TIP49
1432,Helicase_C_2,AAA_12
1433,Helicase_C_2,AAA_11
1434,Helicase_C_2,APS_kinase
1435,Helicase_C_2,AAA_16
1436,Arf,IIGP
1437,Arf,ATP-synt_ab
1438,Arf,DNA_pol3_delta2
1439,Arf,Thymidylate_kin
1440,Arf,Beta-Casp
1441,Arf,SRP54
1442,Arf,Helicase_RecD
1443,Arf,AAA_22
1444,Arf,AAA_23
1445,Arf,AAA_21
1446,Arf,AAA_25
1447,Arf,AIG1
1448,Arf,TK
1449,Arf,ArsA_ATPase
1450,Arf,Adenylsucc_synt
1451,Arf,6PF2K
1452,Arf,AAA_30
1453,Arf,CTP_synth_N
1454,Arf,PIF1
1455,Arf,Rad51
1456,Arf,CLP1_P
1457,Arf,MCM
1458,Arf,IPPT
1459,Arf,UvrD_C_2
1460,Arf,dNK
1461,Arf,AAA_19
1462,Arf,TIP49
1463,Arf,APS_kinase
1464,Arf,AAA_16
1465,CLP1_P,IIGP
1466,CLP1_P,ATP-synt_ab
1467,CLP1_P,DNA_pol3_delta2
1468,CLP1_P,Thymidylate_kin
1469,CLP1_P,Beta-Casp
1470,CLP1_P,SRP54
1471,CLP1_P,G-alpha
1472,CLP1_P,SRPRB
1473,CLP1_P,GTP_EFTU
1474,CLP1_P,Helicase_RecD
1475,CLP1_P,AAA_22
1476,CLP1_P,AAA_23
1477,CLP1_P,AAA_21
1478,CLP1_P,AAA_25
1479,CLP1_P,Kinesin
1480,CLP1_P,Microtub_bd
1481,CLP1_P,AIG1
1482,CLP1_P,TK
1483,CLP1_P,ArsA_ATPase
1484,CLP1_P,Adenylsucc_synt
1485,CLP1_P,6PF2K
1486,CLP1_P,SNF2_N
1487,CLP1_P,ResIII
1488,CLP1_P,ADK
1489,CLP1_P,Myosin_head
1490,CLP1_P,MutS_V
1491,CLP1_P,AAA_30
1492,CLP1_P,AAA_33
1493,CLP1_P,AAA
1494,CLP1_P,CTP_synth_N
1495,CLP1_P,PIF1
1496,CLP1_P,ABC_tran
1497,CLP1_P,Rad51
1498,CLP1_P,Dynamin_N
1499,CLP1_P,MMR_HSR1
1500,CLP1_P,MCM
1501,CLP1_P,IPPT
1502,CLP1_P,UvrD_C_2
1503,CLP1_P,Roc
1504,CLP1_P,dNK
1505,CLP1_P,AAA_19
1506,CLP1_P,AAA_18
1507,CLP1_P,TIP49
1508,CLP1_P,AAA_12
1509,CLP1_P,AAA_11
1510,CLP1_P,APS_kinase
1511,CLP1_P,AAA_16
1512,UvrD_C_2,IIGP
1513,UvrD_C_2,ATP-synt_ab
1514,UvrD_C_2,DNA_pol3_delta2
1515,UvrD_C_2,Thymidylate_kin
1516,UvrD_C_2,Beta-Casp
1517,UvrD_C_2,SRP54
1518,UvrD_C_2,G-alpha
1519,UvrD_C_2,SRPRB
1520,UvrD_C_2,GTP_EFTU
1521,UvrD_C_2,Helicase_RecD
1522,UvrD_C_2,AAA_22
1523,UvrD_C_2,AAA_23
1524,UvrD_C_2,AAA_21
1525,UvrD_C_2,AAA_25
1526,UvrD_C_2,Kinesin
1527,UvrD_C_2,Microtub_bd
1528,UvrD_C_2,AIG1
1529,UvrD_C_2,TK
1530,UvrD_C_2,ArsA_ATPase
1531,UvrD_C_2,Adenylsucc_synt
1532,UvrD_C_2,6PF2K
1533,UvrD_C_2,SNF2_N
1534,UvrD_C_2,ResIII
1535,UvrD_C_2,ADK
1536,UvrD_C_2,Myosin_head
1537,UvrD_C_2,MutS_V
1538,UvrD_C_2,AAA_30
1539,UvrD_C_2,AAA_33
1540,UvrD_C_2,AAA
1541,UvrD_C_2,CTP_synth_N
1542,UvrD_C_2,PIF1
1543,UvrD_C_2,ABC_tran
1544,UvrD_C_2,Rad51
1545,UvrD_C_2,Dynamin_N
1546,UvrD_C_2,MMR_HSR1
1547,UvrD_C_2,MCM
1548,UvrD_C_2,IPPT
1549,UvrD_C_2,Roc
1550,UvrD_C_2,dNK
1551,UvrD_C_2,AAA_19
1552,UvrD_C_2,AAA_18
1553,UvrD_C_2,TIP49
1554,UvrD_C_2,AAA_12
1555,UvrD_C_2,AAA_11
1556,UvrD_C_2,APS_kinase
1557,UvrD_C_2,AAA_16
1558,Roc,IIGP
1559,Roc,ATP-synt_ab
1560,Roc,DNA_pol3_delta2
1561,Roc,Thymidylate_kin
1562,Roc,Beta-Casp
1563,Roc,SRP54
1564,Roc,Helicase_RecD
1565,Roc,AAA_22
1566,Roc,AAA_23
1567,Roc,AAA_21
1568,Roc,AAA_25
1569,Roc,AIG1
1570,Roc,TK
1571,Roc,ArsA_ATPase
1572,Roc,Adenylsucc_synt
1573,Roc,6PF2K
1574,Roc,AAA_30
1575,Roc,CTP_synth_N
1576,Roc,PIF1
1577,Roc,Rad51
1578,Roc,MCM
1579,Roc,IPPT
1580,Roc,dNK
1581,Roc,AAA_19
1582,Roc,TIP49
1583,Roc,APS_kinase
1584,Roc,AAA_16
1585,APS_kinase,IIGP
1586,APS_kinase,ATP-synt_ab
1587,APS_kinase,DNA_pol3_delta2
1588,APS_kinase,Thymidylate_kin
1589,APS_kinase,Beta-Casp
1590,APS_kinase,SRP54
1591,APS_kinase,G-alpha
1592,APS_kinase,SRPRB
1593,APS_kinase,GTP_EFTU
1594,APS_kinase,Helicase_RecD
1595,APS_kinase,AAA_22
1596,APS_kinase,AAA_23
1597,APS_kinase,AAA_21
1598,APS_kinase,AAA_25
1599,APS_kinase,Kinesin
1600,APS_kinase,Microtub_bd
1601,APS_kinase,AIG1
1602,APS_kinase,TK
1603,APS_kinase,ArsA_ATPase
1604,APS_kinase,Adenylsucc_synt
1605,APS_kinase,6PF2K
1606,APS_kinase,SNF2_N
1607,APS_kinase,ResIII
1608,APS_kinase,ADK
1609,APS_kinase,Myosin_head
1610,APS_kinase,MutS_V
1611,APS_kinase,AAA_30
1612,APS_kinase,AAA_33
1613,APS_kinase,AAA
1614,APS_kinase,CTP_synth_N
1615,APS_kinase,PIF1
1616,APS_kinase,ABC_tran
1617,APS_kinase,Rad51
1618,APS_kinase,Dynamin_N
1619,APS_kinase,MMR_HSR1
1620,APS_kinase,MCM
1621,APS_kinase,IPPT
1622,APS_kinase,dNK
1623,APS_kinase,AAA_19
1624,APS_kinase,AAA_18
1625,APS_kinase,TIP49
1626,APS_kinase,AAA_12
1627,APS_kinase,AAA_11
1628,APS_kinase,AAA_16
1629,IIGP,ATP-synt_ab
1630,IIGP,DNA_pol3_delta2
1631,IIGP,Thymidylate_kin
1632,IIGP,Beta-Casp
1633,IIGP,SRP54
1634,IIGP,G-alpha
1635,IIGP,SRPRB
1636,IIGP,GTP_EFTU
1637,IIGP,Helicase_RecD
1638,IIGP,AAA_22
1639,IIGP,AAA_23
1640,IIGP,AAA_21
1641,IIGP,AAA_25
1642,IIGP,Kinesin
1643,IIGP,Microtub_bd
1644,IIGP,AIG1
1645,IIGP,TK
1646,IIGP,ArsA_ATPase
1647,IIGP,Adenylsucc_synt
1648,IIGP,6PF2K
1649,IIGP,SNF2_N
1650,IIGP,ResIII
1651,IIGP,ADK
1652,IIGP,Myosin_head
1653,IIGP,MutS_V
1654,IIGP,AAA_30
1655,IIGP,AAA_33
1656,IIGP,AAA
1657,IIGP,CTP_synth_N
1658,IIGP,PIF1
1659,IIGP,ABC_tran
1660,IIGP,Rad51
1661,IIGP,Dynamin_N
1662,IIGP,MMR_HSR1
1663,IIGP,MCM
1664,IIGP,IPPT
1665,IIGP,dNK
1666,IIGP,AAA_19
1667,IIGP,AAA_18
1668,IIGP,TIP49
1669,IIGP,AAA_12
1670,IIGP,AAA_11
1671,IIGP,AAA_16
1672,Adenylsucc_synt,ATP-synt_ab
1673,Adenylsucc_synt,DNA_pol3_delta2
1674,Adenylsucc_synt,Thymidylate_kin
1675,Adenylsucc_synt,Beta-Casp
1676,Adenylsucc_synt,SRP54
1677,Adenylsucc_synt,G-alpha
1678,Adenylsucc_synt,SRPRB
1679,Adenylsucc_synt,GTP_EFTU
1680,Adenylsucc_synt,Helicase_RecD
1681,Adenylsucc_synt,AAA_22
1682,Adenylsucc_synt,AAA_23
1683,Adenylsucc_synt,AAA_21
1684,Adenylsucc_synt,AAA_25
1685,Adenylsucc_synt,Kinesin
1686,Adenylsucc_synt,Microtub_bd
1687,Adenylsucc_synt,AIG1
1688,Adenylsucc_synt,TK
1689,Adenylsucc_synt,ArsA_ATPase
1690,Adenylsucc_synt,6PF2K
1691,Adenylsucc_synt,SNF2_N
1692,Adenylsucc_synt,ResIII
1693,Adenylsucc_synt,ADK
1694,Adenylsucc_synt,Myosin_head
1695,Adenylsucc_synt,MutS_V
1696,Adenylsucc_synt,AAA_30
1697,Adenylsucc_synt,AAA_33
1698,Adenylsucc_synt,AAA
1699,Adenylsucc_synt,CTP_synth_N
1700,Adenylsucc_synt,PIF1
1701,Adenylsucc_synt,ABC_tran
1702,Adenylsucc_synt,Rad51
1703,Adenylsucc_synt,Dynamin_N
1704,Adenylsucc_synt,MMR_HSR1
1705,Adenylsucc_synt,MCM
1706,Adenylsucc_synt,IPPT
1707,Adenylsucc_synt,dNK
1708,Adenylsucc_synt,AAA_19
1709,Adenylsucc_synt,AAA_18
1710,Adenylsucc_synt,TIP49
1711,Adenylsucc_synt,AAA_12
1712,Adenylsucc_synt,AAA_11
1713,Adenylsucc_synt,AAA_16
1714,Thymidylate_kin,ATP-synt_ab
1715,Thymidylate_kin,DNA_pol3_delta2
1716,Thymidylate_kin,Beta-Casp
1717,Thymidylate_kin,SRP54
1718,Thymidylate_kin,G-alpha
1719,Thymidylate_kin,SRPRB
1720,Thymidylate_kin,GTP_EFTU
1721,Thymidylate_kin,Helicase_RecD
1722,Thymidylate_kin,AAA_22
1723,Thymidylate_kin,AAA_23
1724,Thymidylate_kin,AAA_21
1725,Thymidylate_kin,AAA_25
1726,Thymidylate_kin,Kinesin
1727,Thymidylate_kin,Microtub_bd
1728,Thymidylate_kin,AIG1
1729,Thymidylate_kin,TK
1730,Thymidylate_kin,ArsA_ATPase
1731,Thymidylate_kin,6PF2K
1732,Thymidylate_kin,SNF2_N
1733,Thymidylate_kin,ResIII
1734,Thymidylate_kin,ADK
1735,Thymidylate_kin,Myosin_head
1736,Thymidylate_kin,MutS_V
1737,Thymidylate_kin,AAA_30
1738,Thymidylate_kin,AAA_33
1739,Thymidylate_kin,AAA
1740,Thymidylate_kin,CTP_synth_N
1741,Thymidylate_kin,PIF1
1742,Thymidylate_kin,ABC_tran
1743,Thymidylate_kin,Rad51
1744,Thymidylate_kin,Dynamin_N
